m,TagName,
"2020-12-01 00:00:00","javascript","18532"
"2020-12-01 00:00:00","assembly","315"
"2020-12-01 00:00:00","c#","6493"
"2020-12-01 00:00:00","c","2784"
"2020-12-01 00:00:00","c++","4834"
"2020-12-01 00:00:00","java","9354"
"2020-12-01 00:00:00","python","25551"
"2020-12-01 00:00:00","go","581"
"2020-12-01 00:00:00","php","5548"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","559"
"2020-12-01 00:00:00","r","4958"
"2020-12-01 00:00:00","swift","2447"
"2021-01-01 00:00:00","java","9598"
"2021-01-01 00:00:00","javascript","19642"
"2021-01-01 00:00:00","c++","4535"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","332"
"2021-01-01 00:00:00","c","2753"
"2021-01-01 00:00:00","python","26478"
"2021-01-01 00:00:00","c#","6951"
"2021-01-01 00:00:00","r","5050"
"2021-01-01 00:00:00","php","5687"
"2021-01-01 00:00:00","ruby","589"
"2021-01-01 00:00:00","go","607"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2772"
"2021-02-01 00:00:00","delphi","202"
"2021-02-01 00:00:00","javascript","18024"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","java","9198"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","c#","6597"
"2021-02-01 00:00:00","r","5047"
"2021-02-01 00:00:00","c","2364"
"2021-02-01 00:00:00","python","25067"
"2021-02-01 00:00:00","php","5270"
"2021-02-01 00:00:00","c++","4478"
"2021-02-01 00:00:00","go","629"
"2021-02-01 00:00:00","ruby","604"
"2021-02-01 00:00:00","swift","2733"
"2021-03-01 00:00:00","assembly","341"
"2021-03-01 00:00:00","c++","4745"
"2021-03-01 00:00:00","c","2666"
"2021-03-01 00:00:00","c#","7333"
"2021-03-01 00:00:00","delphi","271"
"2021-03-01 00:00:00","javascript","19879"
"2021-03-01 00:00:00","java","10471"
"2021-03-01 00:00:00","go","828"
"2021-03-01 00:00:00","php","5600"
"2021-03-01 00:00:00","ruby","570"
"2021-03-01 00:00:00","python","28271"
"2021-03-01 00:00:00","swift","2912"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","r","6089"
"2021-04-01 00:00:00","java","9541"
"2021-04-01 00:00:00","c#","6792"
"2021-04-01 00:00:00","perl","143"
"2021-04-01 00:00:00","javascript","18742"
"2021-04-01 00:00:00","assembly","344"
"2021-04-01 00:00:00","c++","4363"
"2021-04-01 00:00:00","c","2469"
"2021-04-01 00:00:00","php","5147"
"2021-04-01 00:00:00","python","26661"
"2021-04-01 00:00:00","swift","2537"
"2021-04-01 00:00:00","r","5627"
"2021-04-01 00:00:00","ruby","607"
"2021-04-01 00:00:00","delphi","186"
"2021-04-01 00:00:00","go","685"
"2021-05-01 00:00:00","c++","4615"
"2021-05-01 00:00:00","delphi","179"
"2021-05-01 00:00:00","java","9742"
"2021-05-01 00:00:00","c","2274"
"2021-05-01 00:00:00","python","26237"
"2021-05-01 00:00:00","c#","6595"
"2021-05-01 00:00:00","assembly","326"
"2021-05-01 00:00:00","go","702"
"2021-05-01 00:00:00","swift","2217"
"2021-05-01 00:00:00","javascript","18545"
"2021-05-01 00:00:00","perl","123"
"2021-05-01 00:00:00","r","5414"
"2021-05-01 00:00:00","ruby","449"
"2021-05-01 00:00:00","php","5123"
"2021-06-01 00:00:00","php","4932"
"2021-06-01 00:00:00","c#","6488"
"2021-06-01 00:00:00","go","652"
"2021-06-01 00:00:00","assembly","285"
"2021-06-01 00:00:00","c++","4217"
"2021-06-01 00:00:00","python","24749"
"2021-06-01 00:00:00","c","2023"
"2021-06-01 00:00:00","delphi","133"
"2021-06-01 00:00:00","javascript","17806"
"2021-06-01 00:00:00","java","9308"
"2021-06-01 00:00:00","ruby","472"
"2021-06-01 00:00:00","perl","159"
"2021-06-01 00:00:00","swift","2132"
"2021-06-01 00:00:00","r","4973"
"2021-07-01 00:00:00","delphi","153"
"2021-07-01 00:00:00","perl","148"
"2021-07-01 00:00:00","php","5355"
"2021-07-01 00:00:00","java","9004"
"2021-07-01 00:00:00","c#","6583"
"2021-07-01 00:00:00","assembly","223"
"2021-07-01 00:00:00","c++","4207"
"2021-07-01 00:00:00","c","1847"
"2021-07-01 00:00:00","go","734"
"2021-07-01 00:00:00","r","4864"
"2021-07-01 00:00:00","ruby","522"
"2021-07-01 00:00:00","javascript","18549"
"2021-07-01 00:00:00","swift","2417"
"2021-07-01 00:00:00","python","25918"
